Digitizer,ID,Sex,Species,Island,Species#,friends,Ecomorph,SVLruler,Taillength,Footlamellae,Handlamellae,SVL1,SVL2,Humerus,Ulna,Forelimb,Femur,Tibia,Hindlimb,Pectoral,Pelvic,MBlength,Headlength,HeadDepth,Jawlength,EyeDiam,logSVL,logtail,logfootlamellae,loghandlamellae,logforelimb,loghindlimb,logpectoral,logpelvic,logheadlength,logheaddepth,logjawlength,logeyediamter
Lela,leachi-M-82108,M,leachi,Antigua,2,2,,101,,48,32,103.378574,111.93185,21.165192,14.0540534,35.2192454,21.2316005,22.6898343,43.9214348,15.4677409,13.8159703,40.9565561,30.6834285,12.6475666,29.3542575,9.57481697,2.00432137,,1.68124124,1.50514998,1.54678005,1.64267652,1.18942689,1.14038139,1.48690388,1.10200698,1.4676711,0.98113048
Lela,leachi-M-84978,M,leachi,Antigua,2,2,,94,,48,29,93.6601282,105.376043,19.7918562,12.0986224,31.8904786,22.080652,22.4618853,44.5425373,16.516196,11.3509315,36.4930685,30.3441925,9.60247354,26.3706624,8.679669,1.97312785,,1.68124124,1.462398,1.50366104,1.64877495,1.21791003,1.0550315,1.48207558,0.98238312,1.42112104,0.93850316
Debbie,lineatopus-F-72974,F,lineatopus,Jamaica,7,7,TG,40.5,77,28,17,48.6899614,49.1281405,7.11071994,6.01990098,13.1306209,10.4662953,9.72536621,20.1916615,6.87102923,6.0689833,21.0375604,13.7017768,6.37934611,12.1752197,4.26534541,1.60745502,1.88649073,1.44715803,1.23044892,1.11828526,1.30517206,0.8370218,0.78311594,1.13677689,0.80477617,1.08547681,0.62995421
Debbie,lineatopus-F-72981,F,lineatopus,Jamaica,7,7,TG,35.5,70,29,17,43.8125084,44.2027536,6.51697638,5.32491627,11.8418926,11.0603304,8.66241141,19.7227418,4.90246238,5.85586967,18.0229047,11.6834975,6.84096464,8.92673293,3.48047609,1.55022835,1.84509804,1.462398,1.23044892,1.07342112,1.29496729,0.69041427,0.7675914,1.06757287,0.83511735,0.95069254,0.54163865
Debbie,lineatopus-F-72991,F,lineatopus,Jamaica,7,7,TG,34,67,29,17,41.5855468,41.9060094,5.30421527,5.28812338,10.5923387,10.0514969,9.59248649,19.6439834,5.73308535,4.95539248,16.5711573,12.6733883,5.52417348,10.1917683,3.73707189,1.53147892,1.8260748,1.462398,1.23044892,1.02499186,1.29322956,0.75838841,0.69507806,1.10289274,0.74226731,1.00824954,0.57253145
Debbie,lineatopus-F-72994,F,lineatopus,Jamaica,7,7,TG,41,90,29,18,49.6514975,49.9526831,8.48520902,7.4160691,15.9012781,12.1121072,10.0225427,22.1346499,5.43612007,4.91117049,17.4116465,14.3234242,6.29158917,12.0352777,3.92897855,1.61278386,1.95424251,1.462398,1.25527251,1.20143203,1.34507266,0.73528904,0.69118501,1.15604685,0.79876036,1.08045612,0.59427966
Lela,lineatopus-F-73041,F,lineatopus,Jamaica,7,7,TG,42,83,28,18,38.8758937,61.3270828,9.3737709,5.77962211,15.153393,7.91296562,8.39575253,16.3087182,7.31591513,,17.7153618,14.736553,7.20256298,10.3606886,4.29039245,1.62324929,1.91907809,1.44715803,1.25527251,1.18050989,1.21241983,0.86426866,,1.16839591,0.85748706,1.01538862,0.63249702
Debbie,lineatopus-M-72989,M,lineatopus,Jamaica,7,7,TG,35,70,29,20,42.5648605,42.9264208,7.52500295,5.56353091,13.0885339,11.5708217,9.40809241,20.9789141,4.94839248,4.31392721,15.6868335,12.7161999,6.78782776,11.0591019,4.01798883,1.54406804,1.84509804,1.462398,1.30103,1.116891,1.321783,0.69446414,0.63487281,1.10435735,0.83173081,1.04371986,0.60400872
Debbie,lineatopus-M-73015,M,lineatopus,Jamaica,7,7,TG,43,81,,17,51.6848754,52.1369685,8.67094591,6.42716764,15.0981136,12.3508236,11.7457341,24.0965577,6.0820198,6.9185808,19.0169351,15.0662524,8.63792442,12.1590721,3.74621329,1.63346846,1.90848502,,1.23044892,1.17892269,1.38195501,0.78404783,0.84001702,1.17800524,0.9364094,1.08490044,0.5735925
Debbie,lineatopus-M-73019,M,lineatopus,Jamaica,7,7,TG,47,98,28,17,55.6563483,56.076677,8.78012615,7.43790883,16.218035,14.135789,13.8816047,28.0173937,6.28298935,6.76574785,19.9299234,15.8406459,10.297692,14.2767363,4.58050182,1.67209786,1.99122608,1.44715803,1.23044892,1.20999823,1.44742773,0.79816632,0.83031581,1.19977289,1.0127399,1.15462894,0.66091306
Debbie,lineatopus-M-73034,M,lineatopus,Jamaica,7,7,TG,34,70,30,18,43.3203066,43.6499007,5.48732355,5.69271183,11.1800354,12.0734641,10.2433462,22.3168103,6.19881542,4.17920002,15.7337612,13.0509014,6.68013736,10.2188393,3.42585801,1.53147892,1.84509804,1.47712125,1.25527251,1.04844318,1.34863212,0.7923087,0.62109316,1.11564051,0.82478539,1.00940157,0.53476936
Debbie,lineatopus-M-73042,M,lineatopus,Jamaica,7,7,TG,47,98,29,15,56.8816808,57.1704547,9.36782776,6.30648624,15.674314,13.7116221,12.6257999,26.337422,9.27360601,6.58883396,21.6587991,15.1998436,9.88474656,12.8008869,4.46023743,1.67209786,1.99122608,1.462398,1.17609126,1.19518854,1.42057326,0.96724864,0.81880856,1.18183912,0.99496554,1.10724006,0.64935798
Debbie,lineatopus-M-73043,M,lineatopus,Jamaica,7,7,TG,37,74.5,36,19,45.7204949,46.109075,6.51205977,5.39605493,11.9081147,10.5609255,9.82141723,20.3823427,5.8540158,5.95297142,17.1074721,12.9132236,6.79245465,11.396351,3.42129302,1.56820172,1.87215627,1.5563025,1.2787536,1.07584301,1.3092541,0.76745389,0.7747338,1.11103467,0.83202675,1.05676582,0.53419027
Debbie,longiceps-F-16811,F,longiceps,Navassa,1,1,,53,119,39,24,56.0872952,59.6571089,8.50890606,6.52472525,15.0336313,11.9924312,10.1072028,22.0996341,6.18399617,6.48482861,25.6334072,16.8741098,7.70371576,14.6053425,4.18056332,1.72427587,2.07554696,1.59106461,1.38021124,1.1770639,1.34438508,0.79126921,0.8118985,1.22722087,0.88670025,1.16451175,0.62123481
Debbie,longiceps-F-16819,F,longiceps,Navassa,1,1,,42,123,42,25,58.7411752,60.0076919,7.6072717,7.35198248,14.9592542,11.7137995,11.124903,22.8387025,6.81581045,6.80534752,23.5278347,16.6488565,7.78907727,15.4312404,4.36266241,1.62324929,2.08990511,1.62324929,1.39794001,1.17490994,1.35867143,0.8335175,0.83285031,1.22138441,0.89148601,1.18840084,0.63975161
Debbie,longiceps-F-16821,F,longiceps,Navassa,1,1,,52,129.5,42,25,56.8940996,60.3861714,7.17279647,5.97907678,13.1518733,13.7683126,10.5035645,24.2718771,8.24179905,7.82599059,26.0308462,16.5827076,6.86048692,14.3973909,4.39583226,1.71600334,2.11226977,1.62324929,1.39794001,1.11898761,1.38510336,0.91602202,0.89353932,1.21965544,0.83635494,1.1582838,0.64304111
Debbie,longiceps-F-16823,F,longiceps,Navassa,1,1,,56,134,40,25,56.1394781,60.0216054,8.1594373,7.0575032,15.2169405,12.6023475,10.8584037,23.4607512,6.70846,6.91812834,25.5768686,16.0254825,8.15367491,14.1776963,4.49062182,1.74818803,2.1271048,1.60205999,1.39794001,1.18232734,1.37034191,0.82662283,0.83998861,1.20481111,0.91135339,1.15160567,0.65230648
Debbie,longiceps-F-16824,F,longiceps,Navassa,1,1,,54,125,40,24,57.6165467,60.5037026,8.41484625,6.95826739,15.3731136,12.9847177,10.7682589,23.7529767,5.94392622,7.16116548,25.7435045,16.6749841,7.33967321,14.5055309,4.4356873,1.73239376,2.09691001,1.60205999,1.38021124,1.18676184,1.37571804,0.77407341,0.85498371,1.22206543,0.86567672,1.16153363,0.64696092
Debbie,longiceps-M-16799,M,longiceps,Navassa,1,1,,74,163,43,29,77.618182,83.1414695,11.1457523,10.1730556,21.3188079,17.105654,15.3211656,32.4268196,13.0639919,11.4815265,33.1582414,27.1691973,12.5703936,24.7336784,5.77156105,1.86923172,2.2121876,1.63346846,1.462398,1.32876292,1.51090436,1.1160759,1.05999963,1.43407681,1.09934888,1.39328871,0.76129329
Debbie,longiceps-M-16800,M,longiceps,Navassa,1,1,,58,139,42,29,62.1047128,65.6741014,9.63773574,7.30128982,16.9390256,13.5784657,12.297109,25.8755746,8.29813343,7.95033088,25.6901141,19.7210123,8.30418262,17.6796018,4.53386268,1.76342799,2.1430148,1.62324929,1.462398,1.22888842,1.41289,0.91898041,0.9003852,1.2949292,0.91929689,1.24747248,0.65646836
Debbie,longiceps-M-16801,M,longiceps,Navassa,1,1,,61,145,42,28,61.6330928,66.2909642,9.07825925,7.04016294,16.1184222,16.0344324,12.9994171,29.0338495,10.5896948,8.75618465,26.7424185,20.2221896,10.299876,17.1610061,4.75488794,1.78532984,2.161368,1.62324929,1.44715803,1.20732253,1.46290462,1.02488344,0.94231491,1.30582818,1.012832,1.23454275,0.67714029
Debbie,longiceps-M-16808,M,longiceps,Navassa,1,1,,70,161,44,31,78.3220769,80.4241897,9.83435497,8.59138311,18.4257381,15.0006644,12.6432082,27.6438725,10.025974,9.82315035,30.7338114,25.9463367,10.4778191,23.146813,5.86804565,1.84509804,2.20682588,1.64345268,1.49136169,1.26542489,1.44159888,1.00112657,0.99225079,1.41407605,1.0202709,1.3644912,0.76849348
Debbie,longiceps-M-16810,M,longiceps,Navassa,1,1,,74,164,46,30,79.3955393,82.1343208,10.3922658,8.75388765,19.1461535,15.3966188,12.6901911,28.0868099,9.76781188,9.42648067,32.9860234,27.0777556,9.91155335,23.0306588,5.59414416,1.86923172,2.21484385,1.66275783,1.47712125,1.28208154,1.44850241,0.98979729,0.97434958,1.43261266,0.99614172,1.36230636,0.74773365
Debbie,loysiana-F-39661,F,loysiana,Cuba,61,3,TR,33,,,18,40.935972,44.6625011,6.70121,4.64232774,11.3435377,9.51315045,6.32468472,15.8378352,7.5995667,8.35328443,17.5265216,10.1557524,9.12055429,10.8843591,3.02780533,1.51851394,,,1.25527251,1.05474852,1.19969582,0.88078883,0.92185727,1.0067121,0.96002123,1.03680286,0.48112795
Debbie,loysiana-F-42468,F,loysiana,Cuba,61,3,TR,32.5,,27,18,40.9552996,42.9133343,5.66911929,4.77925906,10.4483783,6.91912182,5.29295109,12.2120729,3.3928595,5.88529013,16.3697428,12.1591678,9.40593439,9.52366872,3.20709376,1.51188336,,1.43136376,1.25527251,1.01904889,1.08678939,0.53056588,0.76976788,1.08490385,0.97340195,0.97880428,0.50611166
Debbie,loysiana-F-74037,F,loysiana,Cuba,61,3,TR,37,43.5,24,16,40.3904777,45.6987465,6.94227519,5.11247395,12.0547491,11.2457084,5.33796799,16.5836764,6.12457397,5.85178502,20.231035,9.89930561,8.99042209,10.7876049,3.50397811,1.56820172,1.63848926,1.38021124,1.20411998,1.08115818,1.21968081,0.78707588,0.76728836,0.99560473,0.95378008,1.03292503,0.54456138
Debbie,loysiana-F-74043,F,loysiana,Cuba,61,3,TR,37,39,25,18,43.7772837,46.9048703,6.99384263,5.15180586,12.1456485,7.51963033,5.17485628,12.6944866,5.96750546,8.61634777,18.4783636,13.4645895,10.8160626,11.5459301,3.86746689,1.56820172,1.59106461,1.39794001,1.25527251,1.08442071,1.10361514,0.77579282,0.93532322,1.12919312,1.03406919,1.06242892,0.5874266
Debbie,loysiana-F-74045,F,loysiana,Cuba,61,3,TR,34,42,23,17,39.2007377,43.1302117,6.01458985,5.41620998,11.4307998,6.90090406,5.40394599,12.30485,5.86089172,5.64949827,16.6257361,9.69385339,6.84640758,9.81801392,3.54304853,1.53147892,1.62324929,1.36172784,1.23044892,1.05807662,1.09007633,0.7679637,0.75200988,0.98649645,0.83546275,0.99202364,0.5493771
Debbie,loysiana-M-74036,M,loysiana,Cuba,61,3,TR,39,,27,19,45.2073927,47.9360432,5.67505855,6.5607181,12.2357767,10.5782651,7.27043866,17.8487038,7.22552563,6.83197265,19.2837755,12.6276147,9.93026215,11.8224918,3.71580676,1.59106461,,1.43136376,1.2787536,1.08763154,1.25160668,0.85886945,0.83454612,1.10132132,0.99696071,1.07270902,0.57005312
Debbie,loysiana-M-74038,M,loysiana,Cuba,61,3,TR,39,,26,18,46.4659083,49.7511291,8.01213015,5.76459005,13.7767202,9.061713,6.95025325,16.0119662,6.20981039,10.4121763,21.373116,14.4029911,11.3486678,12.7984711,4.25138979,1.59106461,,1.41497335,1.25527251,1.13914584,1.20444467,0.79307834,1.01754151,1.15845269,1.05494488,1.10715809,0.62853092
Debbie,loysiana-M-74044,M,loysiana,Cuba,61,3,TR,36,,26,18,43.1146678,45.7206948,9.05818673,5.35384153,14.4120283,10.2933694,11.2369943,21.5303636,4.57978844,5.72693683,17.4655592,12.4152201,9.34196219,11.2624723,3.9880834,1.5563025,,1.41497335,1.25527251,1.15872511,1.33305136,0.66084542,0.75792239,1.09395442,0.97043811,1.05163374,0.60076423
Debbie,loysiana-M-74046,M,loysiana,Cuba,61,3,TR,41,,26,18,51.633941,52.2195888,8.14813471,5.69668001,13.8448147,9.20663303,7.84606831,17.0527013,7.63086844,6.3597658,20.1256259,12.6309552,10.7687198,13.2822126,3.89092661,1.61278386,,1.41497335,1.25527251,1.14128715,1.23179319,0.88257397,0.80344112,1.1014362,1.03216408,1.12327043,0.59005304
Debbie,loysiana-M-7897,M,loysiana,Cuba,61,3,TR,36.5,,28,20,43.9007933,45.4052464,5.16381385,5.86930242,11.0331163,8.81107707,6.38972352,15.2008006,5.39644538,6.36386845,17.2310898,13.3990528,9.84207341,12.8884701,3.92303243,1.56229286,,1.44715803,1.30103,1.0426982,1.18186646,0.73210779,0.80372119,1.1270741,0.9930866,1.11020137,0.5936219
Lela,luciae-F-71719,F,luciae,St. Lucia,1,1,,59,111,42,25,52.8258473,77.5992225,15.0512952,8.40938342,23.4606786,12.6587703,9.86307099,22.5218412,8.35806749,6.85600835,27.0329267,17.3225853,5.48042833,12.8593886,5.53130432,1.77085201,2.04532298,1.62324929,1.39794001,1.37034057,1.35260389,0.92210587,0.83607134,1.23861271,0.7388145,1.10922032,0.74282755
Lela,luciae-F-71735,F,luciae,St. Lucia,1,1,,53,98,42,23,48.0092497,70.8947186,13.0543295,7.86000196,20.9143315,13.8479851,10.4485368,24.2965219,7.60718439,5.99148399,22.6067016,16.4003286,5.73152218,12.7470424,4.98365174,1.72427587,1.99122608,1.62324929,1.36172784,1.32044399,1.38554411,0.88122394,0.7775344,1.21485255,0.75826998,1.10540943,0.69754769
Lela,luciae-F-71794,F,luciae,St. Lucia,1,1,,,,45,23,40.7640084,61.5051383,8.22463081,7.38758899,15.6122198,10.859715,8.82736921,19.6870842,6.61728132,13.0579911,20.7382195,11.8423459,6.6476758,10.5199148,4.45559296,,,1.65321251,1.36172784,1.19346466,1.2941814,0.8206796,1.11587637,1.07343774,0.82266983,1.02201222,0.64890551
Lela,luciae-F-71795,F,luciae,St. Lucia,1,1,,50,100,37,22,45.2080524,72.6526815,15.8233074,7.80233469,23.6256421,16.8644694,9.33238488,26.1968543,7.13761272,5.97759984,23.1145179,14.7417342,3.82545641,11.3223642,4.38377908,1.69897,2,1.56820172,1.34242268,1.37338362,1.41824914,0.85355298,0.77652684,1.16854858,0.58268326,1.05393712,0.64184866
Lela,luciae-F-71817,F,luciae,St. Lucia,1,1,,47,88,40,24,45.0691375,65.8294678,12.2959183,7.14002216,19.4359405,11.5956827,13.5167075,25.1123902,8.42814211,5.15274207,21.1299218,15.8280972,4.95519551,11.5614894,4.24904081,1.67209786,1.94448267,1.60205999,1.38021124,1.28860556,1.39988805,0.92573185,0.7120384,1.19942871,0.69506079,1.06301379,0.6282909
Lela,luciae-M-56394,M,luciae,St. Lucia,1,1,,71,140,40,26,60.0750906,86.694008,14.6065072,10.7466068,25.353114,16.489347,11.4760004,27.9653473,7.00431236,11.2740023,30.5295095,20.8541383,2.3488708,15.4983974,4.85846013,1.85125835,2.14612804,1.60205999,1.41497335,1.40403131,1.44662022,0.84536551,1.05207812,1.31919225,0.37085913,1.19028679,0.68649864
Lela,luciae-M-56396,M,luciae,St. Lucia,1,1,,70,136,43,27,59.023234,86.2683654,16.2340726,10.8093133,27.0433859,16.2196831,13.6471386,29.8668217,7.28291138,8.21360092,29.0850693,17.2246063,2.02297109,13.104205,5.88990676,1.84509804,2.13353891,1.63346846,1.43136376,1.43206107,1.47518901,0.86230503,0.9145336,1.2361493,0.30598968,1.11741068,0.77010842
Lela,luciae-M-56397,M,luciae,St. Lucia,1,1,,74,151,42,24,64.4697257,93.8036552,15.7907528,9.95062391,25.7413767,14.5804709,14.1993772,28.7798481,9.8473027,8.86848536,32.884299,19.2142128,3.56477451,14.4772494,6.28425932,1.86923172,2.17897695,1.62324929,1.38021124,1.41063177,1.4590885,0.99331729,0.94784945,1.2836226,0.55203206,1.16068605,0.7982541
Lela,luciae-M-71700,M,luciae,St. Lucia,1,1,,87,162,43,26,77.9311254,101.884946,21.9689063,12.5248221,34.4937283,21.5602263,16.6261264,38.1863527,10.8332564,9.08464068,36.2854163,22.7061333,3.87329941,17.1156271,7.55283531,1.93951925,2.20951501,1.63346846,1.41497335,1.53774014,1.58190818,1.03475902,0.95830775,1.35614318,0.58808107,1.23339282,0.87811002
Lela,luciae-M-71792,M,luciae,St. Lucia,1,1,,60,120,44,27,53.9214401,78.6433236,16.7812959,9.48690632,26.2682023,15.8339365,11.338426,27.1723625,7.70376307,6.41609668,26.0432423,16.3484293,2.12722686,11.6674169,5.31368293,1.77815125,2.07918125,1.64345268,1.43136376,1.41943035,1.4341274,0.88670292,0.8072709,1.21347603,0.32781381,1.06697472,0.72539564
Lela,lucius-F-22728,F,lucius,Cuba,61,4,UN,54,109,43,26,46.2204008,66.2345108,18.5888976,7.92200512,26.5109027,15.093292,11.0026772,26.0959692,7.78821573,12.4092039,18.4793232,14.6921973,6.20659663,12.7351468,4.40835155,1.73239376,2.0374265,1.63346846,1.41497335,1.42342452,1.41657343,0.89143797,1.09374392,1.16708675,0.79285352,1.10500396,0.64427622
Lela,lucius-F-68025,F,lucius,Cuba,61,4,UN,49,98,37,25,41.7966182,67.3112207,20.0256505,7.27265237,27.2983029,11.5954597,9.13558527,20.7310449,8.65519995,6.43491257,19.7173047,16.8360943,7.11607245,11.4928475,4.53942843,1.69019608,1.99122608,1.56820172,1.39794001,1.43613565,1.31662119,0.93727711,0.80854265,1.22624135,0.85224036,1.06042764,0.65700117
Lela,lucius-F-68026,F,lucius,Cuba,61,4,UN,51,96,44,25,42.4375692,66.846876,15.0811199,7.50859508,22.589715,8.13873076,13.7494553,21.888186,7.4389729,5.85338089,17.3778216,14.1280933,,10.7083185,4.51090149,1.70757018,1.98227123,1.64345268,1.39794001,1.35391075,1.34020977,0.87151298,0.76740679,1.15008355,,1.02972128,0.65426334
Lela,lucius-F-93488,F,lucius,Cuba,61,4,UN,47,94,41,28,38.5798757,64.1200523,16.3288755,7.25355207,23.5824275,18.6414508,11.1054405,29.7468913,6.28716582,,18.1682571,15.4726747,4.46978747,12.5932089,4.88623936,1.67209786,1.97312785,1.61278386,1.44715803,1.37258851,1.47344159,0.79845492,,1.18956539,0.65028687,1.10013641,0.68897474
Lela,lucius-F-93494,F,lucius,Cuba,61,4,UN,44,86,38,27,40.4898566,60.1921919,13.1007258,7.48876417,20.58949,17.416457,9.30206403,26.7185211,5.70937547,6.15917457,14.0582615,19.6943081,5.84329773,19.2215727,4.58722853,1.64345268,1.93449845,1.5797836,1.43136376,1.31364559,1.42681242,0.75658861,0.78952251,1.29434073,0.76665802,1.28378892,0.66155038
Lela,lucius-M-18882,M,lucius,Cuba,61,4,UN,65,127,44,28,48.652421,86.5466893,18.9985836,10.905585,29.9041686,16.8996698,14.0251568,30.9248266,9.48775804,7.11686593,25.0358959,14.8010953,5.652622,9.40765831,6.01734196,1.81291336,2.10380372,1.64345268,1.44715803,1.47573173,1.49030727,0.9771636,0.85228878,1.17029386,0.75224994,0.97348154,0.77940469
Lela,lucius-M-22757,M,lucius,Cuba,61,4,UN,65,132,43,25,56.6720258,70.5247229,14.2876422,8.81535209,23.1029943,15.8921594,14.350066,30.2422254,8.05598223,13.4356019,19.5538569,18.6148853,7.04242418,14.4638507,5.59432289,1.81291336,2.12057393,1.63346846,1.39794001,1.36366827,1.48061375,0.9061185,1.12825713,1.26986036,0.84772218,1.16028393,0.74774753
Lela,lucius-M-68023,M,lucius,Cuba,61,4,UN,60,116,45,27,54.307032,69.9102129,15.741525,8.97809971,24.7196247,15.8131593,12.451392,28.2645513,6.43285065,6.30628847,20.1414761,26.3337896,9.03448605,16.938088,5.48596179,1.77815125,2.06445799,1.65321251,1.43136376,1.39304187,1.4512421,0.80840347,0.79977383,1.42051336,0.95590345,1.22886438,0.73925278
Lela,lucius-M-68024,M,lucius,Cuba,61,4,UN,57,119,47,29,51.2013959,68.0165973,14.6342071,8.2395009,22.873708,14.5897822,11.1263351,25.7161173,7.23239431,8.47905223,18.2034807,20.469371,6.48793511,15.8554439,5.50643336,1.75587486,2.07554696,1.67209786,1.462398,1.35933657,1.4102054,0.8592821,0.92834731,1.3111045,0.8121065,1.2001784,0.74087039
Lela,lucius-M-93486,M,lucius,Cuba,61,4,UN,55,107,39,26,50.2425745,72.0803424,13.4841042,7.78621601,21.2703202,16.1670863,12.5162431,28.6833294,6.80068938,7.64964995,19.5945,23.313659,8.49379448,18.6066164,4.83101348,1.74036269,2.02938378,1.59106461,1.41497335,1.32777403,1.45762956,0.83255294,0.88364156,1.36761044,0.92910175,1.2696674,0.68403825
Lela,luteogularis-F-35508,F,luteogularis,Cuba,61,6,CG,147,292,62,40,142.805564,157.351108,22.3289076,17.0051715,39.3340791,31.6713082,28.7471189,60.4184271,29.0940919,38.4614039,57.4815562,46.2152774,18.1492222,37.847557,12.9080194,2.16731733,2.46538285,1.79239169,1.60205999,1.59476899,1.78116941,1.46380481,1.58502513,1.66478556,1.25885802,1.57803785,1.11085961
Lela,luteogularis-F-35509,F,luteogularis,Cuba,61,6,CG,148,285,60,35,146.917297,156.973248,23.9814649,19.2814087,43.2628736,28.1436215,24.5267501,52.6703715,24.2011263,43.6254103,61.5561958,45.6744524,16.7224196,38.7547413,12.5985395,2.17026172,2.45484486,1.77815125,1.54406804,1.63611536,1.72156638,1.38383558,1.63973952,1.65967335,1.22329912,1.58832484,1.1003202
Lela,luteogularis-F-POE0737,F,luteogularis,Cuba,61,6,CG,144,264,60,37,144.054197,146.037761,20.6814491,18.8639672,39.5454164,29.6673487,26.0962873,55.763636,30.5008892,38.0037531,61.7330537,48.6875431,20.1246547,42.240571,11.4815401,2.15836249,2.42160393,1.77815125,1.56820172,1.59709615,1.74635108,1.4843125,1.57982649,1.68741786,1.30372844,1.62572978,1.06000015
Lela,luteogularis-F-POE0952,F,luteogularis,Cuba,61,6,CG,152,285,64,40,142.957159,146.857765,19.6937434,20.99201,40.6857534,34.2391036,26.1359542,60.3750578,36.6736155,36.4901504,70.0161566,58.4905551,17.6400071,49.5132181,11.2458788,2.18184359,2.45484486,1.80617997,1.60205999,1.60944236,1.78085756,1.56435373,1.56217565,1.76708574,1.24649876,1.69472115,1.0509934
Lela,luteogularis-F-POE0996,F,luteogularis,Cuba,61,6,CG,142,223,66,44,146.062038,166.625371,22.1847274,21.6023653,43.7870927,28.3198515,24.1897612,52.5096127,17.9615792,,67.0669632,33.0094989,15.3103929,29.3310836,11.3571357,2.15228834,2.34830486,1.81954394,1.64345268,1.64134611,1.72023882,1.25434452,,1.51863893,1.18498634,1.46732811,1.05526881
Lela,luteogularis-M-POE0734,M,luteogularis,Cuba,61,6,CG,162,315,63,40,164.858551,198.889705,17.8606948,21.2062136,39.0669084,27.655346,33.1787528,60.8340988,18.6218268,,72.920951,39.4023112,22.3493393,33.102225,12.1800046,2.20951501,2.49831055,1.79934055,1.60205999,1.59180904,1.78414708,1.27002228,,1.5955217,1.34926469,1.51985719,1.08564745
Lela,luteogularis-M-POE0753,M,luteogularis,Cuba,61,6,CG,168,326,64,40,174.369986,207.195746,25.6866732,29.5222004,55.2088736,35.1835941,35.8850336,71.0686277,20.3614585,,78.5521193,40.7459915,27.4763828,41.4991336,12.4083652,2.22530928,2.5132176,1.80617997,1.60205999,1.74200889,1.85167793,1.30880888,,1.61008489,1.43895956,1.61803903,1.09371457
Lela,luteogularis-M-POE0775,M,luteogularis,Cuba,61,6,CG,157,219,63,39,152.073404,153.76128,26.9193754,20.8321928,47.7515681,34.4803119,30.8411915,65.3215034,33.9969488,38.8324576,66.8635329,50.9146335,19.1720155,46.4735555,12.5109171,2.19589965,2.34044411,1.79934055,1.59106461,1.67898764,1.81505617,1.53143994,1.58919488,1.70684262,1.28266777,1.6672059,1.09728915
Lela,luteogularis-M-POE0792,M,luteogularis,Cuba,61,6,CG,165,290,62,40,167.017473,198.67909,25.0493211,31.1545392,56.2038603,29.7262656,48.596458,78.3227236,21.9346807,,75.3851919,42.1774049,30.245832,37.1601084,12.151973,2.21748394,2.462398,1.79239169,1.60205999,1.74976615,1.89388778,1.34113132,,1.62507986,1.48066554,1.57007697,1.08464679
Lela,luteogularis-M-POE0804,M,luteogularis,Cuba,61,6,CG,152,264,64,40,153.556123,178.372987,19.7723191,26.7946748,46.5669939,32.5999173,28.2724541,60.8723713,19.6319777,,66.0971714,34.6845839,25.5266822,31.7855358,12.6154133,2.18184359,2.42160393,1.80617997,1.60205999,1.6680782,1.78442022,1.29296405,,1.54013649,1.40699437,1.50222954,1.10090148
Debbie,maynardi-F-92718,F,maynardi,Little Cayman,2,2,UN,38,85,38,23,45.5920484,47.139629,5.84514338,5.57160882,11.4167522,11.4710148,7.56197882,19.0329936,6.04661019,4.27973471,18.6236464,14.3067863,5.79182963,12.7690446,4.42616276,1.5797836,1.92941893,1.5797836,1.36172784,1.05754258,1.2795071,0.78151197,0.63141685,1.15554209,0.76281578,1.1061584,0.64602738
Debbie,maynardi-F-92722,F,maynardi,Little Cayman,2,2,UN,38,,36,26,45.9929514,46.3081573,5.76408804,4.96960639,10.7336944,8.40249341,7.2083611,15.6108545,6.02019145,6.12891979,19.7458538,13.1304728,6.12964459,11.5930738,4.03819756,1.5797836,,1.5563025,1.41497335,1.03074923,1.19342668,0.7796103,0.78738394,1.11828037,0.78743529,1.0641986,0.60618756
Debbie,maynardi-M-10528,M,maynardi,Little Cayman,2,2,UN,69,144,40,27,74.9815736,77.648881,10.0107636,7.67553356,17.6862972,16.645734,12.6394995,29.2852335,8.2665777,7.94015375,30.1687487,24.2359218,10.1596624,21.5389858,5.17942659,1.83884909,2.15836249,1.60205999,1.43136376,1.24763692,1.46664869,0.91732575,0.89982891,1.38445954,1.00687928,1.33322525,0.71428168
Debbie,maynardi-M-45119,M,maynardi,Little Cayman,2,2,UN,59,,38,26,63.4729625,66.4176673,9.60287888,8.59099035,18.1938692,16.1634989,13.3142141,29.477713,7.51768308,7.67181124,25.6775288,21.115519,9.44519882,18.6364473,5.42069973,1.77085201,,1.5797836,1.41497335,1.25992507,1.46949379,0.87608401,0.88489791,1.32460176,0.9752111,1.27036312,0.73405535
Debbie,maynardi-M-45120,M,maynardi,Little Cayman,2,2,UN,67,,41,27,65.1536301,71.8029409,10.8766038,9.37903123,20.255635,17.1322427,13.416308,30.5485507,7.86903826,7.67690877,26.0829012,24.1704674,10.7914429,19.0610946,5.60510654,1.8260748,,1.61278386,1.43136376,1.30654586,1.48499061,0.89592166,0.88518638,1.38328505,1.03307952,1.28014784,0.74858387
Debbie,maynardi-M-45121,M,maynardi,Little Cayman,2,2,UN,68,,39,26,74.0078825,76.3450525,10.153694,8.6827433,18.8364373,15.7400489,13.2951066,29.0351555,9.42163686,7.34258004,30.0764176,23.422689,9.0166237,21.2948062,5.28662988,1.83250891,,1.59106461,1.41497335,1.27499876,1.46292416,0.97412636,0.86584869,1.36963675,0.95504395,1.32827369,0.72317891
