Digitizer,ID,Sex,Species,Island,Species#,friends,Ecomorph,SVLruler,Taillength,Footlamellae,Handlamellae,SVL1,SVL2,Humerus,Ulna,Forelimb,Femur,Tibia,Hindlimb,Pectoral,Pelvic,MBlength,Headlength,HeadDepth,Jawlength,EyeDiam,logSVL,logtail,logfootlamellae,loghandlamellae,logforelimb,loghindlimb,logpectoral,logpelvic,logheadlength,logheaddepth,logjawlength,logeyediamter
Debbie,christophei-F-79350,F,christophei,Hispaniola,41,10,UN,40,,34,21,46.9672251,47.61838,7.96368386,7.6855099,15.6491938,12.2998773,9.52247002,21.8223473,4.62739403,3.54860349,18.395781,13.166798,7.45584013,11.0264753,4.08252185,1.60205999,,1.53147892,1.32221929,1.19449197,1.33890146,0.66533648,0.55005748,1.11948017,0.87249659,1.04243671,0.61092852
Debbie,christophei-F-R107054,F,christophei,Hispaniola,41,10,UN,38,,30,18,45.2473935,45.5688879,7.89593066,6.83495712,14.7308878,11.1939634,8.35561203,19.5495755,5.53471743,6.20877821,18.1193041,12.2553903,6.22925667,10.1861131,3.56008053,1.5797836,,1.47712125,1.25527251,1.16822892,1.29113733,0.74309545,0.79300615,1.08832715,0.79443623,1.00800849,0.55145982
Debbie,christophei-F-R107065,F,christophei,Hispaniola,41,10,UN,43,85,33,22,49.2578585,50.8164711,9.87198416,8.79401341,18.6659976,13.122172,10.8392643,23.9614363,5.24553441,4.35694985,19.9830349,14.3363508,8.56656917,11.4506456,3.87960133,1.63346846,1.92941893,1.51851394,1.34242268,1.27105121,1.37951285,0.71978974,0.63918256,1.15643862,0.93280693,1.05882997,0.5887871
Debbie,christophei-M-R107061,M,christophei,Hispaniola,41,10,UN,47,93,33,19,54.1748804,55.2978662,7.43400252,8.81055672,16.2445592,13.3318839,11.0029807,24.3348646,7.29576564,4.235487,23.6960576,14.9407811,7.90586695,12.0734027,4.65028674,1.67209786,1.96848295,1.51851394,1.2787536,1.21070793,1.38622893,0.86307087,0.62690335,1.1743733,0.8979495,1.08182969,0.66747973
Debbie,christophei-M-R125509,M,christophei,Hispaniola,41,10,UN,48,85,31,23,57.2461687,57.7207342,10.4172421,8.93071644,19.3479585,13.4439707,10.4707024,23.9146731,6.62870173,5.09798194,21.5522047,15.1622288,8.20145431,13.6636834,4.91347864,1.68124124,1.92941893,1.49136169,1.36172784,1.28663515,1.37866445,0.82142848,0.70739829,1.18076305,0.91389087,1.13556779,0.69138907
Debbie,christophei-M-R125510,M,christophei,Hispaniola,41,10,UN,44,88,32,17,52.4563684,52.8847233,9.28490953,7.69165089,16.9765604,11.6033366,9.81614581,21.4194824,5.32189516,5.61682746,21.003803,15.652646,7.79855521,13.3990464,4.43835017,1.64345268,1.94448267,1.50514998,1.23044892,1.2298497,1.33080897,0.72606631,0.74949108,1.19458776,0.89201415,1.12707389,0.64722156
Debbie,christophei-M-R125521,M,christophei,Hispaniola,41,10,UN,39,73,32,18,46.9292415,47.1881759,8.32804838,7.07173619,15.3997846,11.3329405,9.41912825,20.7520687,6.14383332,5.54250187,17.5229361,11.4047351,6.25355634,9.5509053,4.24873931,1.59106461,1.86332286,1.50514998,1.25527251,1.18751465,1.3170614,0.78843943,0.74370585,1.0570852,0.79612707,0.98004454,0.62826008
Debbie,christophei-M-R125522,M,christophei,Hispaniola,41,10,UN,45,87,32,20,53.2972009,53.6732816,9.08216024,8.46625763,17.5484179,14.2999954,10.3183013,24.6182967,5.66949008,4.31509216,20.9243362,14.8652301,7.2512257,13.0245311,4.57441849,1.65321251,1.93951925,1.50514998,1.30103,1.24423797,1.391258,0.753544,0.63499008,1.17217164,0.86041142,1.1147621,0.66033589
Debbie,coelestinus-F-64561,F,coelestinus,Hispaniola,41,12,TC,48,102,41,23,58.8213784,59.6193027,8.02109733,7.21391878,15.2350161,11.6337833,10.1086125,21.7423958,6.1739458,7.92683144,24.4796098,17.4540989,8.93423421,14.9875056,4.29305285,1.68124124,2.00860017,1.61278386,1.36172784,1.18284292,1.3373074,0.79056281,0.89909962,1.24189743,0.95105733,1.17572936,0.63276624
Debbie,coelestinus-F-64568,F,coelestinus,Hispaniola,41,12,TC,42,92,44,26,52.1870248,54.0921127,9.38830734,4.53780712,13.9261145,12.6105265,9.2494051,21.8599316,5.23400567,7.47640303,19.8938078,16.2031867,10.4835048,14.0029765,3.51504236,1.62324929,1.96378783,1.64345268,1.41497335,1.14382996,1.3396488,0.71883419,0.8736927,1.20960044,1.0205065,1.14622036,0.54593056
Debbie,coelestinus-F-64609,F,coelestinus,Hispaniola,41,12,TC,44.5,93,38,22,54.4572331,55.0398182,7.97333974,6.01204297,13.9853827,13.1329147,9.20974058,22.3426553,7.98899636,8.46758716,21.9481302,16.1061588,9.68172108,14.2711101,4.08540073,1.64836001,1.96848295,1.5797836,1.34242268,1.14567436,1.34913478,0.90249222,0.92775968,1.20699198,0.98595257,1.15445776,0.61123466
Debbie,coelestinus-F-64610,F,coelestinus,Hispaniola,41,12,TC,46,90,34,21,56.716493,57.5788769,7.73127561,5.91776436,13.64904,11.1599645,8.97768302,20.1376475,9.73248373,7.73768355,22.8209983,16.7643182,9.98074843,14.0692563,4.0449267,1.66275783,1.95424251,1.53147892,1.32221929,1.13510211,1.30400874,0.98822369,0.88861096,1.2243859,0.99916311,1.14827114,0.60691066
Debbie,coelestinus-F-64622,F,coelestinus,Hispaniola,41,12,TC,41,92,38,24,51.5562085,52.6401838,8.94708708,5.7516875,14.6987746,10.0043716,7.98291328,17.9872848,9.00651867,7.95737507,19.3809974,14.9833504,8.20903286,12.5252271,3.3599727,1.61278386,1.96378783,1.5797836,1.38021124,1.16728113,1.25496561,0.95455695,0.90076983,1.17560893,0.91429199,1.09778561,0.52633575
Debbie,coelestinus-M-64556,M,coelestinus,Hispaniola,41,12,TC,62,142.5,41,24,74.4599855,75.0469969,9.39623401,8.54004261,17.9362766,16.6431182,11.7186797,28.3617979,13.5173413,11.4066954,35.0862741,21.4931435,13.5753373,19.7073514,4.97865541,1.79239169,2.15381486,1.61278386,1.38021124,1.25373229,1.45273376,1.13089128,1.05715984,1.33229994,1.13275063,1.29462826,0.69711207
Debbie,coelestinus-M-64574,M,coelestinus,Hispaniola,41,12,TC,57,120,42,25,70.8266031,71.1865922,10.7401707,8.65387678,19.3940475,14.7618402,11.26736,26.0292002,11.3988154,9.87450235,29.6191316,21.0381899,10.6166633,18.3336408,5.25007659,1.75587486,2.07918125,1.62324929,1.39794001,1.28766846,1.41546082,1.05685972,0.99451522,1.32300837,1.02598804,1.26324872,0.72016564
Debbie,coelestinus-M-64578,M,coelestinus,Hispaniola,41,12,TC,59,126,41,28,69.4660429,70.4270051,10.034008,7.25136351,17.2853715,14.8933769,11.4793054,26.3726823,9.9288162,10.4507172,31.1711751,21.16391,12.2613889,18.5733958,5.18907887,1.77085201,2.10037055,1.61278386,1.44715803,1.23767872,1.4211543,0.99689747,1.0191461,1.32559591,1.08853967,1.26889131,0.71509027
Debbie,coelestinus-M-64625,M,coelestinus,Hispaniola,41,12,TC,61,134,46,25,72.6681592,73.0248309,10.3297335,7.71924782,18.0489813,15.58587,11.6814628,27.2673328,11.4508049,12.2557567,30.8825782,21.794509,11.7815201,18.9147841,5.16266475,1.78532984,2.1271048,1.66275783,1.39794001,1.2564527,1.43564266,1.05883602,1.08834013,1.33834709,1.07120133,1.27680139,0.71287392
Debbie,coelestinus-M-64626,M,coelestinus,Hispaniola,41,12,TC,54,123,42,25,67.1721621,67.6887957,9.08717682,7.5253006,16.6124774,11.4647689,12.1401306,23.6048995,9.43405475,12.5496536,31.8665339,19.8828067,10.4136762,17.6904738,4.82125797,1.73239376,2.08990511,1.62324929,1.39794001,1.2204344,1.37300216,0.97469839,1.09863174,1.29847769,1.01760407,1.24773946,0.68316037
Debbie,conspersus-F-45042,F,conspersus,Grand Cayman,1,1,UN,46,89,38,23,53.2456969,54.6369045,8.17949355,7.1354515,15.3149451,11.3993354,9.51403397,20.9133694,4.58913977,5.60780875,21.4511217,14.9666462,7.49293039,13.0220283,4.2781217,1.66275783,1.94939001,1.5797836,1.36172784,1.18511544,1.32042401,0.66173129,0.74879319,1.17512449,0.8746517,1.11467863,0.63125313
Debbie,conspersus-F-45043,F,conspersus,Grand Cayman,1,1,UN,45,89,36,23,49.3620357,52.3033623,7.12608815,6.99170773,14.1177959,12.6506724,10.0401788,22.6908513,6.13183261,5.14644982,21.669562,14.0738593,9.87409706,12.6474741,4.31942273,1.65321251,1.94939001,1.5563025,1.36172784,1.1497669,1.35585079,0.78759029,0.71150774,1.1484132,0.99449739,1.1020038,0.63542571
Debbie,conspersus-F-87378,F,conspersus,Grand Cayman,1,1,UN,42,77,36,22,51.0189497,51.6983048,7.29231672,6.01202405,13.3043408,9.4652842,9.27011407,18.7353983,6.2841959,4.6640464,20.5522324,14.4074968,6.61221006,12.5062133,4.22858602,1.62324929,1.88649073,1.5563025,1.34242268,1.12399336,1.27266293,0.79824971,0.66876286,1.15858853,0.82034664,1.09712583,0.62619517
Debbie,conspersus-F-87383,F,conspersus,Grand Cayman,1,1,UN,35,60.1,37,24,42.8217087,43.3143534,7.38853495,5.14692348,12.5354584,9.33365298,7.53976087,16.8734138,6.56194524,4.22252249,16.9717632,12.2773511,6.02235369,10.6437751,3.72467235,1.54406804,1.77887447,1.56820172,1.38021124,1.09814022,1.22720296,0.8170326,0.62557197,1.08910467,0.77976626,1.02709569,0.57108808
Debbie,conspersus-F-87396,F,conspersus,Grand Cayman,1,1,UN,40,76.5,33,23,48.0194468,48.3484193,7.35385269,5.75797242,13.1118251,9.31637966,9.7029059,19.0192856,6.08751363,3.93564421,19.1741633,12.4759108,6.46146702,11.1337729,3.94591733,1.60205999,1.88366144,1.51851394,1.36172784,1.11766315,1.2791942,0.78443995,0.59501583,1.09607226,0.81033113,1.04664236,0.59614798
Debbie,conspersus-M-10476,M,conspersus,Grand Cayman,1,1,UN,63,122,39,27,70.1452822,71.7003978,10.6801294,10.3167601,20.9968895,16.16143,13.9854915,30.1469216,9.76733682,8.309953,28.0642168,17.9513591,10.355721,15.9043257,5.47882722,1.79934055,2.08635983,1.59106461,1.43136376,1.32215496,1.47924297,0.98977616,0.91959857,1.25409734,1.01518034,1.20151526,0.73868761
Debbie,conspersus-M-10485,M,conspersus,Grand Cayman,1,1,UN,54,98.5,34,22,59.3866726,60.7114512,10.3152955,8.15540148,18.470697,13.7520693,12.592276,26.3443453,8.28558908,7.93591759,23.454941,15.5983036,8.68565431,12.7624693,4.83589835,1.73239376,1.99343623,1.53147892,1.34242268,1.26648328,1.42068741,0.91832339,0.89959715,1.19307737,0.93880254,1.10593471,0.68447716
Lela,conspersus-M-10488,M,conspersus,Grand Cayman,1,1,UN,63,120.5,38,24,52.9711984,73.7902904,7.81445238,8.97227441,16.7867268,12.118572,10.6632121,22.781784,11.1847372,,23.9013391,19.1095075,,14.7635788,5.2262543,1.79934055,2.08098705,1.5797836,1.38021124,1.22496602,1.35758773,1.04862578,,1.2812495,,1.16919165,0.71819054
Debbie,conspersus-M-31504,M,conspersus,Grand Cayman,1,1,UN,60,114,39,25,68.9269213,70.4283218,10.407803,8.95099274,19.3587958,15.1327672,13.3046581,28.4374253,8.34638231,6.90176686,25.8250734,19.7310299,9.58944304,17.3214344,5.70067689,1.77815125,2.05690485,1.59106461,1.39794001,1.28687834,1.45389027,0.92149827,0.83896028,1.29514976,0.98179338,1.23858385,0.75592643
Debbie,conspersus-M-87380,M,conspersus,Grand Cayman,1,1,UN,64,114,40,26,75.4313708,76.7217934,10.3579565,8.71156514,19.0695216,15.8648095,13.1036975,28.968507,10.5903322,8.65612031,29.0914541,21.6695979,9.90176139,18.0371782,6.31243178,1.80617997,2.05690485,1.60205999,1.41497335,1.2803398,1.46192611,1.02490958,0.93732328,1.33585085,0.99571246,1.2561686,0.8001967
Debbie,cristatellus-F-61690,F,cristatellus,Puerto Rico,10,10,TG,43.5,77,28,16,49.9971468,50.6474297,8.38789028,6.83260206,15.2204923,13.0568234,11.3736987,24.4305221,6.96780342,5.05529644,20.3736005,15.2303522,7.42255207,13.49323,4.67243451,1.63848926,1.88649073,1.44715803,1.20411998,1.1824287,1.38793275,0.84309589,0.70374663,1.18270995,0.87055325,1.13011592,0.66954322
Debbie,cristatellus-F-61698,F,cristatellus,Puerto Rico,10,10,TG,43,75,30,18,51.447238,52.0838481,8.06217979,7.08582309,15.1480029,12.3797137,11.5639742,23.9436879,7.3745938,6.05340037,21.1996466,14.9156859,5.69265799,13.8060835,4.48019282,1.63346846,1.87506126,1.47712125,1.25527251,1.18035538,1.37919104,0.8677381,0.7819994,1.17364323,0.75531509,1.1400705,0.65129671
Debbie,cristatellus-F-61716,F,cristatellus,Puerto Rico,10,10,TG,39,67,29,18,45.6711374,47.4035091,8.423275,6.98215699,15.405432,11.95612,12.9464222,24.9025422,5.53474237,6.24057685,21.2102371,13.804515,6.91074952,12.0136141,3.94230247,1.59106461,1.8260748,1.462398,1.25527251,1.18767388,1.39624368,0.74309741,0.79522474,1.14002115,0.83952515,1.07967368,0.59574994
Debbie,cristatellus-F-61731,F,cristatellus,Puerto Rico,10,10,TG,44,71.5,29,17,53.0354068,53.6417191,8.49500558,6.81530547,15.310311,11.9645787,11.5031756,23.4677543,5.20366993,5.40456403,21.9035091,14.6551701,6.36110777,12.6241404,4.42859702,1.64345268,1.85430604,1.462398,1.23044892,1.18498401,1.37047153,0.71630974,0.73276067,1.16599086,0.80353275,1.10120182,0.64626616
Debbie,cristatellus-F-61737,F,cristatellus,Puerto Rico,10,10,TG,47,84,34,20,55.040941,55.3884507,9.6200557,7.27319609,16.8932518,13.8274845,13.6313796,27.4588641,6.6503179,6.06388295,21.8491898,15.7395632,8.14480571,14.3673303,4.78762603,1.67209786,1.92427929,1.53147892,1.30103,1.22771326,1.43868257,0.82284241,0.78275081,1.19699268,0.91088073,1.15737608,0.68012022
Debbie,cristatellus-M-61552,M,cristatellus,Puerto Rico,10,10,TG,65,122.5,34,19,75.5212267,76.6900594,11.5110093,10.2655514,21.7765606,18.9204792,16.5021692,35.4226483,11.2235362,8.3393323,29.5670448,21.8806977,11.1807591,18.4368972,6.51522609,1.81291336,2.08813609,1.53147892,1.2787536,1.33798929,1.54928103,1.05012971,0.92113128,1.34006117,1.04847129,1.26568783,0.81392949
Debbie,cristatellus-M-61694,M,cristatellus,Puerto Rico,10,10,TG,68,127.5,38,21,74.9159271,77.3312676,10.9829974,9.95124736,20.9342448,18.9908786,20.6637112,39.6545898,11.3520477,10.3940129,30.5607128,20.8722161,12.0614928,17.798975,6.36256078,1.83250891,2.10551018,1.5797836,1.32221929,1.3208573,1.59829346,1.05507421,1.01678325,1.31956856,1.08140106,1.25039499,0.80363194
Debbie,cristatellus-M-61703,M,cristatellus,Puerto Rico,10,10,TG,47,88,33,19,58.2811572,59.7387206,8.09162321,7.43200516,15.5236284,14.4013209,13.1667303,27.5680512,8.31412115,5.32277516,21.4486596,16.3865148,7.73956268,14.6203679,4.59436967,1.67209786,1.94448267,1.51851394,1.2787536,1.19099324,1.44040607,0.91981635,0.72613812,1.21448659,0.88871642,1.1649583,0.66222594
Debbie,cristatellus-M-61723,M,cristatellus,Puerto Rico,10,10,TG,51,90,35,21,59.2122929,60.1375572,9.48887745,7.52021229,17.0090897,15.6676901,13.809017,29.4767071,6.65798227,5.73769455,22.9442646,16.2632278,7.80209394,13.8290305,4.62279334,1.70757018,1.95424251,1.54406804,1.32221929,1.23068107,1.46947897,0.82334263,0.75873742,1.21120674,0.89221118,1.14079173,0.66490448
Debbie,cristatellus-M-61749,M,cristatellus,Puerto Rico,10,10,TG,64,98,38,21,73.3564314,74.4422923,11.9055734,10.0001712,21.9057447,19.0686313,17.4260919,36.4947232,10.9711386,8.74950154,27.978312,21.5802884,11.7508717,18.7786172,5.95356915,1.80617997,1.99122608,1.5797836,1.32221929,1.34055802,1.56223007,1.0402517,0.94198331,1.33405725,1.07007008,1.27366361,0.7747774
Lela,cuvieri-F-127119,F,cuvieri,Puerto Rico,10,6,CG,112,242,46,31,110.357608,133.141836,26.3726762,16.8509265,43.2236028,32.6341547,21.0508948,53.6850495,20.7794832,29.3661193,53.7002249,36.5573819,10.604317,32.6834918,9.68890915,2.04921802,2.38381537,1.66275783,1.49136169,1.63572096,1.72985336,1.31763474,1.46784656,1.56297509,1.0254827,1.51432845,0.98627488
Lela,cuvieri-F-35970,F,cuvieri,Puerto Rico,10,6,CG,122,240,44,27,109.654826,133.42204,26.8386061,16.3349607,43.1735668,28.0010656,41.455337,69.4564026,19.9242428,33.3690773,50.4538271,38.6939184,18.6101676,29.1411124,9.45885408,2.08635983,2.38021124,1.64345268,1.43136376,1.63521793,1.84171229,1.29938183,1.5233442,1.58764271,1.26975028,1.46450613,0.97583853
Lela,cuvieri-F-35976,F,cuvieri,Puerto Rico,10,6,CG,125,272,44,30,111.845051,133.210247,20.4827849,16.0971001,36.579885,34.5132746,24.1716308,58.6849054,19.2639717,25.8157304,50.3347827,41.5122325,,35.6282399,10.8645384,2.09691001,2.4345689,1.64345268,1.47712125,1.56324234,1.76852641,1.28474583,1.41188442,1.61817609,,1.55179437,1.03601128
Lela,cuvieri-F-POE0186,F,cuvieri,Puerto Rico,10,6,CG,127,269,42,28,121.312587,129.146322,22.1545586,17.6874477,39.8420063,33.1974384,26.8959714,60.0934098,25.8371953,23.9945056,57.0332835,39.7150021,13.9031275,33.0615928,10.9445759,2.10380372,2.42975228,1.62324929,1.44715803,1.6003412,1.77882685,1.41224537,1.38011181,1.59895459,1.14311251,1.51932377,1.03919894
Lela,cuvieri-F-POE0240,F,cuvieri,Puerto Rico,10,6,CG,124,276,45,30,119.45617,134.838319,25.6512054,18.4588062,44.1100116,35.2651412,24.5316528,59.796794,26.520566,21.0182864,54.9392543,38.8840599,16.3976034,32.7729363,10.2340315,2.09342169,2.44090908,1.65321251,1.47712125,1.64453717,1.7766779,1.42358279,1.32259731,1.5897716,1.21478038,1.51551535,1.01004675
Lela,cuvieri-M-57898,M,cuvieri,Puerto Rico,10,6,CG,138,299,43,28,134.221334,147.852167,26.3828051,21.3516091,47.7344142,41.1251309,26.0122672,67.1373981,23.4522374,18.276504,58.6683199,44.0330619,14.4567851,41.0712834,12.4193562,2.13987909,2.47567119,1.63346846,1.44715803,1.6788316,1.82696451,1.37018428,1.26189313,1.64377889,1.16007173,1.61353827,1.09409908
Lela,cuvieri-M-57899,M,cuvieri,Puerto Rico,10,6,CG,136,287,47,30,132.341987,143.884553,23.7861813,19.6717317,43.457913,39.5817447,29.0411663,68.622911,22.7855533,19.5630688,55.6869295,43.2479243,13.2623992,38.5628956,12.4178571,2.13353891,2.4578819,1.67209786,1.47712125,1.63806887,1.83646914,1.35765958,1.29143698,1.63596527,1.1226221,1.58616964,1.09404666
Lela,cuvieri-M-6167,M,cuvieri,Puerto Rico,10,6,CG,131,240,46,28,125.058293,140.853918,24.4362171,17.4364239,41.872641,28.8860391,28.9679619,57.854001,23.2514622,26.0652105,56.3944635,39.9997461,18.94734,36.3111557,11.3525491,2.1172713,2.38021124,1.66275783,1.44715803,1.62193035,1.7623334,1.36645027,1.41606124,1.60205724,1.27754825,1.56004007,1.05509339
Lela,cuvieri-M-POE0185,M,cuvieri,Puerto Rico,10,6,CG,130,289,44,29,128.110345,143.546209,30.2956726,18.8729496,49.1686222,41.075135,27.4829679,68.5581029,25.2882111,18.8496657,56.1870623,41.4397362,18.3128965,32.8045158,12.6426963,2.11394335,2.46089784,1.64345268,1.462398,1.69168804,1.83605879,1.40291811,1.27530365,1.61741698,1.26275704,1.51593363,1.10183971
Lela,cuvieri-M-POE0248,M,cuvieri,Puerto Rico,10,6,CG,118,149,47,31,114.129386,124.030442,25.3290491,17.4466341,42.7756833,34.219327,24.4810494,58.7003764,20.6183087,15.9165903,54.3209603,36.8267814,14.7448136,29.5639734,10.2132831,2.07188201,2.17318627,1.67209786,1.49136169,1.63119696,1.76864089,1.31425304,1.20185004,1.56616376,1.16863929,1.4707628,1.00916537
Debbie,cybotes-F-114990,F,cybotes,Hispaniola,41,15,TG,47,84,33,15,39.9985426,65.7767189,9.30542821,6.7186356,16.0240638,10.4945302,10.4160805,20.9106107,10.3865778,,19.2364519,17.6476872,7.05973776,13.5535546,4.88530241,1.67209786,1.92427929,1.51851394,1.17609126,1.20477267,1.32036672,1.01647248,,1.2466878,0.84878857,1.13205321,0.68889145
Debbie,cybotes-F-59819,F,cybotes,Hispaniola,41,15,TG,51,89.5,28,16,61.4735617,62.7246357,9.87915228,8.4632903,18.3424426,16.0077866,12.6323238,28.6401104,7.43489387,6.65256309,24.5124414,18.7593042,8.38862935,14.5459028,5.30617235,1.70757018,1.95182304,1.44715803,1.20411998,1.26345717,1.45697469,0.87127477,0.822989,1.27321673,0.92369101,1.16274068,0.72478135
Debbie,cybotes-F-59837,F,cybotes,Hispaniola,41,15,TG,53,84,24,15,63.2999946,63.9473448,8.62736923,7.96427604,16.5916453,14.2281114,12.021406,26.2495173,8.43227025,6.84409223,26.8891274,18.9325984,8.37527303,14.6601473,5.13033971,1.72427587,1.92427929,1.38021124,1.17609126,1.21988945,1.41912132,0.92594452,0.83531585,1.27721022,0.92299897,1.16613833,0.71014612
Debbie,cybotes-F-R114946,F,cybotes,Hispaniola,41,15,TG,49,88,30,16,59.0865101,59.3184296,8.6079275,7.71426703,16.3221945,13.0085827,11.4196721,24.4282549,8.94425616,6.65625163,25.1322981,15.9593985,9.43897459,14.4984524,4.25873132,1.69019608,1.94448267,1.47712125,1.20411998,1.21277855,1.38789244,0.95154423,0.82322973,1.20301652,0.97492482,1.16132165,0.62928024
Debbie,cybotes-F-R114974,F,cybotes,Hispaniola,41,15,TG,50,79,26,14,60.3045746,61.0988389,9.8595738,8.04789347,17.9074673,14.9499714,12.1434391,27.0934105,10.0756696,9.45560022,25.1098603,16.2680269,6.62260132,13.9615246,5.26754274,1.69897,1.89762709,1.41497335,1.14612804,1.25303417,1.43286368,1.00327392,0.9756891,1.21133488,0.82102861,1.14493285,0.72160807
Lela,cybotes-M-114970,M,cybotes,Hispaniola,41,15,TG,60.5,112,28,17,50.8652972,81.4006998,10.4900342,8.59728,19.0873142,13.4071088,13.2696678,26.6767767,11.3144144,12.9980194,23.6027607,16.6199586,7.02362696,10.1066567,6.23889613,1.78175537,2.04921802,1.44715803,1.23044892,1.28074482,1.42613335,1.05363208,1.11387718,1.22062994,0.84656144,1.00460752,0.79510776
Lela,cybotes-M-114976,M,cybotes,Hispaniola,41,15,TG,62.5,177,31,16,49.4709143,78.7147171,14.5842468,9.49941212,24.083659,15.5163603,18.7962764,34.3126367,9.1251087,12.0209435,25.3655953,19.2062994,6.3436592,14.5091065,6.08245047,1.79588002,2.24797327,1.49136169,1.20411998,1.38172247,1.53545409,0.96023805,1.07993856,1.28344369,0.80233984,1.16164067,0.78407858
Debbie,cybotes-M-59820,M,cybotes,Hispaniola,41,15,TG,64,122.5,31,17,77.0353505,77.6671619,10.5201801,10.1492499,20.66943,17.0463391,16.4244211,33.4707603,11.5548077,8.56227186,29.0273891,22.6703505,13.1828402,17.3774065,7.14221891,1.80617997,2.08813609,1.49136169,1.23044892,1.3153285,1.52466558,1.06276272,0.93258901,1.35545824,1.12000899,1.23998496,0.85383316
Debbie,cybotes-M-59828,M,cybotes,Hispaniola,41,15,TG,62,114,31,19,74.2008387,76.596605,11.3579711,9.79112279,21.1490939,17.8089184,14.8392344,32.6481528,7.54542202,6.25179676,28.2979461,23.2927435,10.6459828,17.0517218,6.23861124,1.79239169,2.05690485,1.49136169,1.2787536,1.32529177,1.51385861,0.87768354,0.79600485,1.36722064,1.02718576,1.23176824,0.79508792
Lela,cybotes-M-59832,M,cybotes,Hispaniola,41,15,TG,62,128.5,35,18,49.2443863,80.9547714,12.3590219,9.59627086,21.9552928,14.8084247,14.913365,29.7217898,9.27284692,13.4301332,24.8993998,17.5766771,5.75072826,13.2622571,6.71741521,1.79239169,2.10890313,1.54406804,1.25527251,1.34153923,1.47307496,0.96721309,1.12808032,1.24493677,0.75972285,1.12261744,0.82720219
Debbie,distichusdominicensis-F-131196,F,distichus,Hispaniola,41,15,TR,38,52,32,21,47.5006507,47.8002408,7.65084355,9.65002168,17.3008652,12.6592721,9.80979916,22.4690713,5.95655506,5.20835424,20.4371792,13.2524478,6.6849052,11.038323,4.27074412,1.5797836,1.71600334,1.50514998,1.32221929,1.23806782,1.35158512,0.77499516,0.71670051,1.1222961,0.82509525,1.0429031,0.63050355
Debbie,distichusdominicensis-F-131201,F,distichus,Hispaniola,41,15,TR,39,54,28,20,48.9796598,49.3339796,9.17911519,7.19556803,16.3746832,11.8823138,9.74355482,21.6258686,8.29253335,4.70125991,19.3146183,13.3253894,7.167443,10.7207618,3.83581308,1.59106461,1.73239376,1.44715803,1.30103,1.21417291,1.33497356,0.91868723,0.67221426,1.12467991,0.85536425,1.03022565,0.58385744
Debbie,distichusdominicensis-F-131211,F,distichus,Hispaniola,41,15,TR,45,61,31,21,52.1846065,52.6572116,9.88991287,7.87900195,17.7689148,11.879747,11.0589357,22.9386827,8.26843828,8.10078561,23.326797,12.300821,7.78894231,10.628551,4.20876678,1.65321251,1.78532984,1.49136169,1.32221929,1.24966091,1.36056847,0.91742349,0.90852714,1.0899341,0.89147849,1.02647406,0.62415486
