type,basisofrecord,year,highergeography,continent,islandgroup,island,country,decimallatitude,decimallongitude,geodeticdatum,genus,specificepithet,infraspecificepithet,col
PhysicalObject,FossilSpecimen,1934,Haiti: Nord-Ouest Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,20.04520416,-72.79050446,WGS84,Anolis,cybotes,cybotes,#f4ff97
Event,Occurrence,1976,"North America, The Bahamas",North America,,,Bahamas,22.88772,-75.86521,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1976,"North America, The Bahamas",North America,,,Bahamas,23.01055,-75.7262,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2013,"North America, The Bahamas",North America,,,Bahamas,23.10612,-75.00901,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2013,"North America, The Bahamas",North America,,,Bahamas,23.16781,-75.09836,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1971,"North America, The Bahamas",North America,,,Bahamas,23.51462,-75.7832,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1971,"North America, The Bahamas",North America,,,Bahamas,23.5205,-75.78742,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1979,"North America, The Bahamas",North America,,,Bahamas,23.589617,-75.262733,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2005,"North America, The Bahamas",North America,,,Bahamas,23.58974,-75.26347,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1991,"North America, The Bahamas",North America,,,Bahamas,23.76621,-76.09321,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1991,"North America, The Bahamas",North America,,,Bahamas,23.80873,-76.16617,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1991,"North America, The Bahamas",North America,,,Bahamas,23.87705,-76.24154,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1991,"North America, The Bahamas",North America,,,Bahamas,23.89312,-76.26156,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1976,North America | Bahamas |  |  |  |  | Exuma Cays | Little Farmer Cay,North America,Exuma Cays,Little Farmer Cay,Bahamas,23.95,-76.32,WGS84,Anolis,distichus,distichus,#7a5282
Event,Occurrence,1961,"North America, The Bahamas",North America,,,Bahamas,23.99791,-77.56133,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1977,"North America, The Bahamas",North America,,,Bahamas,24.03938,-77.17088,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,7,| Bahama Islands | San Salvador Island | - |  |  |  |,North America,Bahamas,San Salvador,Bahamas,24.1166667,-74.4666667,not recorded (forced WGS84),Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1965,North America | Bahamas |  |  |  |  | Exuma Cays | Samson Cay,North America,Exuma Cays,Samson Cay,Bahamas,24.21,-76.47,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1941,North America | Bahamas |  |  |  |  | Bimini | Cat Island,North America,Bimini,Cat Island,Bahamas,24.29,-75.41,WGS84,Anolis,distichus,distichus,#7a5282
Event,Occurrence,1991,"North America, The Bahamas",North America,,,Bahamas,24.30588,-76.55685,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1991,"North America, The Bahamas",North America,,,Bahamas,24.35433,-76.58174,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1976,"North America, The Bahamas",North America,,,Bahamas,24.43333,-77.95001,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1991,"North America, The Bahamas",North America,,,Bahamas,24.48228,-76.76786,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1976,"North America, The Bahamas",North America,,,Bahamas,24.57392,-75.93061,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1976,North America | Bahamas |  |  |  |  | Bimini | Cat Island,North America,Bimini,Cat Island,Bahamas,24.62,-75.67,WGS84,Anolis,distichus,distichus,#7a5282
PhysicalObject,PreservedSpecimen,1976,North America | Bahamas |  |  |  |  | Andros Island | North Andros,North America,Andros Island,North Andros,Bahamas,24.72,-77.79,WGS84,Anolis,distichus,distichoides,#7a5282
Event,Occurrence,1961,"North America, The Bahamas",North America,,,Bahamas,24.72517,-77.78971,WGS84,Anolis,distichus,biminiensis,#7a5282
PhysicalObject,FossilSpecimen,1958,| BS | New Providence Island |  |  |  |  |,North America,,,Bahamas,25.009722,-77.53611,not recorded (forced WGS84),Anolis,distichus,,#7a5282
PhysicalObject,FossilSpecimen,1959,,Caribbean Islands,,,Bahamas,25.02,-77.55,not recorded,Anolis,distichus,,#7a5282
Event,Occurrence,1959,"North America, The Bahamas",North America,,,Bahamas,25.0334721,-77.3999977,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1961,,North America,,,Bahamas,25.035553,-77.401529,not recorded,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1941,North America | Bahamas |  |  |  |  | Southern Exuma Cays | New Providence,North America,Southern Exuma Cays,New Providence,Bahamas,25.06,-77.33,WGS84,Anolis,distichus,distichus,#7a5282
Event,Occurrence,1977,"North America, The Bahamas",North America,,,Bahamas,25.06644,-77.96529,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1969,"North America, The Bahamas",North America,,,Bahamas,25.07358,-77.33828,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1966,"North America, The Bahamas",North America,,,Bahamas,25.07371,-77.30666,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1958,"North America, The Bahamas",North America,,,Bahamas,25.07649,-77.34684,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2014,"North America, The Bahamas",North America,,,Bahamas,25.081322,-76.140507,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1961,"North America, The Bahamas",North America,,,Bahamas,25.14147,-78.0056,WGS84,Anolis,distichus,biminiensis,#7a5282
Event,Occurrence,1961,"North America, The Bahamas",North America,,,Bahamas,25.17823,-78.02487,WGS84,Anolis,distichus,biminiensis,#7a5282
Event,Occurrence,2014,"North America, The Bahamas",North America,,,Bahamas,25.18941,-76.20901,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2015,"North America, The Bahamas",North America,,,Bahamas,25.189495,-76.208698,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1936,Caribbean; Bahamas; Central Eleuthera Dist.; Bahama Ids.; Eleuthera Id.,Caribbean,Bahama Ids.,Eleuthera Id.,Bahamas,25.19663611,-76.24253611,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2013,"North America, The Bahamas",North America,,,Bahamas,25.19671,-76.24414,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2007,"North America, The Bahamas",North America,,,Bahamas,25.199565,-76.226067,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1961,North America | Bahamas |  |  |  |  | Eleuthera Island | Eleuthera Island,North America,Eleuthera Island,Eleuthera Island,Bahamas,25.34,-76.48,WGS84,Anolis,distichus,dapsilis,#7a5282
Event,Occurrence,1977,"North America, The Bahamas",North America,,,Bahamas,25.42151,-77.84031,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1976,"North America, The Bahamas",North America,,,Bahamas,25.51685,-76.84734,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1977,"North America, The Bahamas",North America,,,Bahamas,25.57818,-77.71948,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1976,"North America, The Bahamas",North America,,,Bahamas,25.70615,-79.30126,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2016,"North America, The Bahamas",North America,,,Bahamas,25.727323,-79.29609,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,1977,"North America, The Bahamas",North America,,,Bahamas,25.79653,-77.89571,WGS84,Anolis,distichus,,#7a5282
Event,Occurrence,2012,"North America, The Bahamas",North America,,,Bahamas,26.54601,-77.05078,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1976,"Dominican Republic, Barahona",North America,,,Hispanola,18.02694,-71.17666,WGS84,Anolis,distichus,favillarum,#7a5282
PhysicalObject,FossilSpecimen,2006,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.0536111,-71.293056,WGS84,Anolis,distichus,favillarum,#7a5282
PhysicalObject,FossilSpecimen,2006,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.05361111,-71.29305556,WGS84,Anolis,distichus,favillarum,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Pedernales",North America,,,Hispanola,18.079,-71.659,NAD27,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,FossilSpecimen,2006,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.0883333,-71.255556,WGS84,Anolis,distichus,favillarum,#7a5282
PhysicalObject,FossilSpecimen,1978,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.10140038,-71.22389984,WGS84,Anolis,distichus,favillarum,#7a5282
PhysicalObject,PreservedSpecimen,1989,"West Indies, Dominican Republic, Provincia Barahona, Greater Antilles, Hispaniola",West Indies,Greater Antilles,Hispaniola,Hispanola,18.108,-71.27133,unknown,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1964,"Dominican Republic, La Altagracia, Isla Saona",,,,Hispanola,18.1272,-68.7367,NAD27,Anolis,distichus,sejunctus,#7a5282
PhysicalObject,FossilSpecimen,1963,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.13080025,-71.27279663,WGS84,Anolis,distichus,favillarum,#7a5282
PhysicalObject,FossilSpecimen,2006,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.13277778,-71.26972222,WGS84,Anolis,distichus,favillarum,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.14552,-71.26128,WGS84,Anolis,distichus,favillarum,#7a5282
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, Barahona",North America,,,Hispanola,18.15,-71.251,NAD27,Anolis,distichus,favillarum,#7a5282
PhysicalObject,PreservedSpecimen,1963,NORTH AMERICA | DOMINICAN REPUBLIC | BARAHONA |  |  |  |  |,North America,Greater Antilles,Hispaniola,Hispanola,18.17,-71.25,NAD27,Anolis,distichus,favillarum,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Pedernales",North America,,,Hispanola,18.187,-71.765,not recorded,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,FossilSpecimen,2009,Haiti: Sud Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.1941,-73.7551,WGS84,Anolis,distichus,vinosus,#7a5282
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, Pedernales",North America,,,Hispanola,18.21722,-71.76111,NAD27,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,PreservedSpecimen,1969,"Dominican Republic, Pedernales",North America,,,Hispanola,18.223,-71.75,NAD27,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,PreservedSpecimen,1966,"Haiti, Sud-Est",North America,,,Hispanola,18.23333,-72.41522,WGS84,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,FossilSpecimen,1962,Haiti: Sud-Est Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.23333,-71.86667,WGS84,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Pedernales",North America,,,Hispanola,18.23745,-71.7457,not recorded,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,FossilSpecimen,1974,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.24083,-70.53528,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1964,"Dominican Republic, Pedernales",North America,,,Hispanola,18.24097,-71.73333,NAD27,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,FossilSpecimen,1975,Dominican Republic: Pedernales Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.24189949,-71.62359619,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Pedernales",North America,,,Hispanola,18.24362,-71.73924,not recorded,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,FossilSpecimen,1978,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.24640083,-71.19419861,WGS84,Anolis,distichus,ravitergam,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Pedernales",North America,,,Hispanola,18.25,-71.73333,WGS84,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Peravia",North America,,,Hispanola,18.25249,-70.36562,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1974,"Dominican Republic, Barahona",North America,,,Hispanola,18.259,-71.316,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1978,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.26329994,-71.3035965,WGS84,Anolis,distichus,ravitergam,#7a5282
PhysicalObject,FossilSpecimen,1973,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.27000046,-71.3125,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1964,"Dominican Republic, Peravia",,,,Hispanola,18.2767,-70.4119,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1700,Haiti: Sud Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.27809906,-73.39420319,WGS84,Anolis,distichus,eurifer,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.2836,-70.32522222,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1976,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.28860092,-70.32170105,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1966,"Haiti, Sud-Est",North America,,,Hispanola,18.2893,-72.59405,not recorded,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,FossilSpecimen,1976,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.29439926,-70.31500244,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, Peravia",North America,,,Hispanola,18.29611,-70.34671,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1970,Haiti: Sud Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.29999924,-73.51670074,WGS84,Anolis,distichus,undefinable,#7a5282
PhysicalObject,FossilSpecimen,1976,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.30109978,-70.3167038,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, Peravia",North America,,,Hispanola,18.3014,-70.33334,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1980,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.30360031,-70.31500244,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Barahona",North America,,,Hispanola,18.30411,-71.17097,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, San Cristobal",North America,,,Hispanola,18.306,-70.117,NAD27,Anolis,distichus,,#7a5282
PhysicalObject,FossilSpecimen,1976,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.31139946,-70.32109833,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1962,NORTH AMERICA | HAITI | SUD |  |  |  |  |,North America,Greater Antilles,,Hispanola,18.32,-73.86,NAD27,Anolis,distichus,vinosus,#7a5282
PhysicalObject,FossilSpecimen,1976,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.32060051,-70.32749939,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, San Cristobal",North America,,,Hispanola,18.321,-70.093,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Independencia",North America,,,Hispanola,18.32246,-71.37036,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1958,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.32360077,-70.43419647,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, Peravia",North America,,,Hispanola,18.33001,-70.4513,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.33236667,-70.3279,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, Independencia",North America,,,Hispanola,18.33333,-71.62431,NAD27,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, Peravia",North America,,,Hispanola,18.333332,-70.533333,WGS 84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.33613333,-70.3282,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.337,-70.3282,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.33958333,-70.32931667,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,FossilSpecimen,1974,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.3458004,-70.33390045,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1976,"Haiti, Grand'Anse",North America,,,Hispanola,18.35,-73.18004,not recorded,Anolis,distichus,aurifer,#7a5282
PhysicalObject,PreservedSpecimen,1985,"Dominican Republic, Barahona",,,,Hispanola,18.3519,-71.0365,NAD27,Anolis,distichus,,#7a5282
PhysicalObject,FossilSpecimen,1700,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.3519001,-70.46640015,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1974,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.3519001,-70.32920074,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,FossilSpecimen,1963,Dominican Republic: La Romana Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.3519001,-69.0306015,WGS84,Anolis,distichus,tostus,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.35584,-70.32293,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1974,Dominican Republic: Peravia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.35969925,-70.33190155,WGS84,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1976,"Haiti, Grand'Anse",North America,,,Hispanola,18.36142,-73.24901,not recorded,Anolis,distichus,aurifer,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.36601,-70.82379,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1987,"Dominican Republic, La Altagracia",North America,,,Hispanola,18.366667,-68.833336,NAD27,Anolis,distichus,,#7a5282
PhysicalObject,PreservedSpecimen,1975,"Dominican Republic, Peravia",North America,,,Hispanola,18.36807,-70.46667,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, Peravia",North America,,,Hispanola,18.369,-70.461,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1962,NORTH AMERICA | HAITI | SUD |  |  |  |  |,North America,Greater Antilles,,Hispanola,18.37,-73.61,NAD27,Anolis,distichus,aurifer,#7a5282
PhysicalObject,FossilSpecimen,1966,Haiti: Sud Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.37389946,-73.61579895,WGS84,Anolis,distichus,suppar,#7a5282
PhysicalObject,PreservedSpecimen,1972,"Dominican Republic, Peravia",North America,,,Hispanola,18.3771,-70.46667,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1961,NORTH AMERICA | HAITI | OUEST |  |  |  |  |,North America,Greater Antilles,,Hispanola,18.38,-72.2,WGS84,Anolis,distichus,suppar,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.3811,-70.3303,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1963,Dominican Republic: La Altagracia Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.38190079,-68.61190033,WGS84,Anolis,distichus,properus,#7a5282
PhysicalObject,FossilSpecimen,1970,Haiti: Sud Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.38333333,-73.9,WGS84,Anolis,distichus,vinosus,#7a5282
PhysicalObject,PreservedSpecimen,1985,"Dominican Republic, La Altagracia",,,,Hispanola,18.3883,-68.6178,NAD27,Anolis,distichus,,#7a5282
PhysicalObject,FossilSpecimen,1972,Haiti: Ouest Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.39080048,-71.86139679,WGS84,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,PreservedSpecimen,1976,"Haiti, Sud",North America,,,Hispanola,18.39199,-73.62571,not recorded,Anolis,distichus,aurifer,#7a5282
PhysicalObject,FossilSpecimen,1978,Dominican Republic: Pedernales Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.3946991,-71.56999969,WGS84,Anolis,distichus,ravitergam,#7a5282
PhysicalObject,PreservedSpecimen,1977,"Haiti, Ouest",North America,,,Hispanola,18.39496,-72.58334,WGS84,Anolis,distichus,domincensis,#7a5282
PhysicalObject,PreservedSpecimen,1975,"Dominican Republic, Peravia",North America,,,Hispanola,18.39517,-70.46667,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Independencia",North America,,,Hispanola,18.396,-71.573,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1969,"Dominican Republic, La Altagracia",North America,,,Hispanola,18.39611,-68.61338,NAD27,Anolis,distichus,properus,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.39812,-71.56992,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,PreservedSpecimen,1984,"Dominican Republic, San Pedro De Macoris",,,,Hispanola,18.3994,-69.0964,NAD27,Anolis,distichus,properus,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, La Altagracia",North America,,,Hispanola,18.4,-68.90162,WGS84,Anolis,distichus,properus,#7a5282
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, La Altagracia",North America,,,Hispanola,18.4,-68.894,not recorded,Anolis,distichus,properus,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, La Altagracia",North America,,,Hispanola,18.4,-68.883331,WGS84,Anolis,distichus,properus,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.40416,-70.3297,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.40424,-70.33679,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,2008,Dominican Republic: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.40434,-70.33011,WGS84,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1970,Haiti: Ouest Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.40640068,-72.88829803,WGS84,Anolis,distichus,undefinable,#7a5282
PhysicalObject,FossilSpecimen,1958,Dominican Republic: San Crist??bal Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.40667,-70.15299,WGS84,Anolis,distichus,ignigularis,#7a5282
PhysicalObject,PreservedSpecimen,1975,"Dominican Republic, Peravia",North America,,,Hispanola,18.41186,-70.45943,NAD27,Anolis,distichus,ravitergum,#7a5282
PhysicalObject,FossilSpecimen,1970,Haiti: Grand Anse Department: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.41419983,-73.14440155,WGS84,Anolis,distichus,aurifer,#7a5282
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, La Romana",,,,Hispanola,18.4183,-68.8953,NAD27,Anolis,distichus,properus,#7a5282
PhysicalObject,PreservedSpecimen,1962,"Haiti, Ouest",North America,,,Hispanola,18.42223,-72.71926,not recorded,Anolis,distichus,dominicensis,#7a5282
PhysicalObject,FossilSpecimen,1978,Dominican Republic: San Pedro de Macor?¡s Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.4253006,-69.42189789,WGS84,Anolis,distichus,ignigularis,#7a5282
PhysicalObject,FossilSpecimen,1958,Dominican Republic: San Crist??bal Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.42584,-70.17308,WGS84,Anolis,distichus,ignigularis,#7a5282
PhysicalObject,FossilSpecimen,1700,Dominican Republic: Distrito Nacional Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.43029976,-69.66919708,WGS84,Anolis,distichus,ignigularis,#7a5282
PhysicalObject,PreservedSpecimen,1981,"Dominican Republic, La Altagracia",,,,Hispanola,18.4308,-68.6919,NAD27,Anolis,distichus,properus,#7a5282
PhysicalObject,PreservedSpecimen,1976,"Haiti, Ouest",North America,,,Hispanola,18.433332,-72.76667,WGS84,Anolis,distichus,domincensis,#7a5282
PhysicalObject,PreservedSpecimen,1974,"Haiti, Sud-Est",North America,,,Hispanola,18.433332,-71.916664,WGS84,Anolis,distichus,domincensis,#7a5282
PhysicalObject,PreservedSpecimen,1968,"Dominican Republic, San Cristobal",North America,,,Hispanola,18.43722,-70.18661,NAD27,Anolis,distichus,ignigularus,#7a5282
