NEW,TX,Freeze,Bud,07/04/2017,10/04/2017,11/04/2017,13/04/2017,17/04/2017,24/04/2017,28/04/2017,01/05/2017,03/05/2017,06/05/2017,10/05/2017,13/05/2017,15/05/2017,19/05/2017,23/05/2017,25/05/2017,30/05/2017,01/06/2017,05/06/2017,08/06/2017,12/06/2017,15/06/2017,20/06/2017,25/06/2017,03/07/2017,07/07/2017,11/07/2017,14/07/2017,17/07/2017,26/07/2017,28/07/2017,01/08/2017,07/08/2017,14/08/2017
BETPOP_W04,B,,Green,,,,,,,,9,11,13,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,Blue,,,,,,,,9,9,10,13,15,DONE!,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,Red,,,,,,,,9,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,Green,,,,,,,,9,10,11,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,Black,,,,,,,,9,11,12,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,Yellow,,,,,,,,9,11,13,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,White,,,,,,,,,9,9,11,11,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,Y-BU,,,,,,,,,,9,12,13,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,Y-R,,,,,,,,9,10,11,13,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,Y-G,,,,,,,,,,9,10,11,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,W-BU,,,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,W-R,,,,,,,10,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,BU-BU,,,,,,,9,10,12,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,BU-R,,,,,,,9,9,10,13,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,BU-G,,,,,,,9,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,R-BU,,,,,,,9,10,12,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,R-R,,,,,,,9,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,G-BU,,,,,,,,,9,11,12,14,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,G-R,,,,,,,,9,10,12,13,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,G-G,,,,,,,,,9,10,11,13,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,BA-BU,,,,,,9,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,BA-R,,,,,,,9,14,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,BA-G,,,,,,,10,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,BA-B,,,,,,,10,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,,BA-Y,,,,,,,,10,9,10,13,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,28/04/2017,Blue,,,,,,10,11,13,14,14,15,,DONE!,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Green,,,,,,,,,,,9,10,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Y,,,,,,9,12,12,13,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,U-BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,U-R,,,,,,,9,9,9,10,11,14,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,W - B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,BU-BU,,,,,9,9,11,12,14,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,BU-R,,,,,,9,,9,9,9,10,11,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,BU-G,,,,,,9,10,10,11,12,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,BU-B,,,,,,,10,11,12,12,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,G-BU,,,,,,10,11,14,14,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,G-R,,,,,,10,11,14,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,G-G,,,,,,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,G-B,,,,,,9,10,13,13,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,BA-BU,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,BA-R,,,,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Y-BU,,,,9,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Y-R,,9,,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Y-G,,9,,9,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Y-B,,,,,10,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Y-Y,,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,,Y-W,,,,,,,,,,9,11,11,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Blue,,,,9,10,10,11,15,,,,DONE!,DONE!,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Red,,,,,,,,9,10,12,14,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Green,,,,,,,,9,10,12,14,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Black,,,,,,,,9,10,12,14,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Yellow,,,,,,9,9,10,12,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,White,,,,,9,9,9,10,12,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Blue,,,,,,9,10,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Y-BU,,,,9,10,9,9,10,13,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Y-R,,,,,,,9,9,11,12,14,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Y-G,,,,,,,9,9,11,12,14,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,Y-B,,,,,,,9,9,10,12,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,W-BU,,,,9,10,10,10,11,14,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,W-R,,,,,,,,9,10,12,13,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,W-G,,,,,,,10,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,W-B,,,,,,,,9,10,11,13,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BU-BU,,,,9,10,10,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BU-R,,,,,,,10,10,11,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BU-G,,,,,,,9,9,10,11,14,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BU-B,,,,,,,9,9,10,11,13,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,R-BU,,,,,9,10,11,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,R-R,,,,,,9,10,10,10,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,R-G,,,,,,9,9,10,11,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,R-B,,,,,,9,10,10,11,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G-BU,,,,9,10,9,11,12,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G-R,,,,,,9,9,10,13,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G-G,,,,,,9,10,10,12,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G-B,,,,,,,9,10,11,12,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G-Y,,,,,,,9,10,12,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BA-BU,,,,9,10,10,10,11,14,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BA-R,,,,,,,9,10,11,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BA-G,,,,,,9,9,9,11,12,12,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BA-B,,,,,,,9,10,11,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,BA-Y,,,,,,,9,9,10,12,14,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G/W-BU,,,,,9,9,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G/W-R,,,,,,9,10,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G/W-G,,,,,,,9,10,12,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,,G/W-B,,,,,,,9,10,11,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,24/04/2017,Blue,,,,,9,11,13,15,DONE!,DONE,DONE!,DONE!,DONE!,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Red,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Green,,,,,,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Black,,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Yellow,,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,White,,,,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Blue,,,,,,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Green,,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Red,,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Y-BU,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Y-R,,,,,9,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Y-G,,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,Y-B,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,W-BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,W-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,W-G,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,W-B,,,,,10,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,BU-BU,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,,BU-R,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,24/04/2017,Blue,,,,,,11,14,14,15,DONE,DONE!,DONE!,DONE!,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,Red,,,,,,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,Green,,,,,,12,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,Black,,,,,,9,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,Yellow,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,Unknown,,,,,,9,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,White,,,,,,11,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,Y-BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,Y-R,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,W - B,,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,BU-BU,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,BU-R,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,BU,,,,,,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,,R,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Blue,,,,,9,9,,9,9,10,13,14,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Red,,,,,,,,,9,10,11,14,14,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Green,,,,,,,,9,9,10,14,14,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Black,,,,,,,,,,9,11,11,14,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Yellow,,,,,,,,,,9,12,14,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,White,,,,,,,,,,11,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Blue,,,,,,,,9,10,13,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Red,,,,,,,,10,12,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Green,,,,,,,9,12,13,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,BA,,,,,,,9,12,13,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Y/W,,,,,,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,BU/R,,,,,,,9,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,Y - B,,,,,,,,,,9,9,9,11,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,W-BU,,,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,W-R,,,,,,,9,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,W-G,,,,,,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,W-B,,,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,,W-Y,,,,,,9,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Blue,,,,,,,,,11,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Red,,,,,,,,,9,11,14,14,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Green,,,,,,,,,,9,10,13,14,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Black,,,,,,,,,9,9,11,13,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Yellow,,,,,,,,,9,10,13,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,White,,,,,,,9,10,11,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Blue,,,,,,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Red,,,,,,,9,10,12,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Green,,,,,,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,BA,,,,,,,,,,,9,10,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,BU/R,,,,,,,9,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Y-BU,,,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Y-R,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Y-G,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,Y-B,,,,,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,W-BU,,,,,,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,W-R,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,W-G,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,W-B,,,,,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,,W-Y,,,,,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,03/05/2017,Blue,,,,,,,,,10,10,10,10,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Red,,,,,,,,,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Green,,,,,,,,,9,9,10,10,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Black,,,,,,,,,9,9,10,10,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Yellow,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,White,,,,,,,,,9,10,11,13,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Blue,,,,,,,,,10,10,11,13,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Green,,,,,,,9,9,11,11,12,14,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Red,,,,,,9,10,11,14,14,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Y-BU,,,,,,,10,10,14,14,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Y-R,,,,,,,9,9,9,10,10,12,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,Y-G,,,,,,,,9,9,10,11,14,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,W-BU,,,,,9,9,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,W-R,,,,,9,9,9,10,12,13,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,W-G,,,,,9,9,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BU-BU,,,,,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BU-R,,,,,,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BU-G,,,,,,9,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BU-B,,,,,,9,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,G-BU,,,,,,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,G-R,,,,,,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,R-BU,,,,9,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,R-R,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,R-G,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,R-B,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,R-Y,,,,,9,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BA-BU,,,,,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BA-R,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BA-G,,,,,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BU/W-BU,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,BU/W-R,,,,,9,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,R/W-BU,,,,,,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,R/W-R,,,,,,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,R/W-G,,,,,,10,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,G/W-BU,,,,9,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,G/W-R,,,,9,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,G/W-G,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,,G/W-B,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,,Blue,,,,,,,,,9,10,10,11,13,15,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,,Red,,,,,,,,,,9,9,9,9,9,10,11,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,,Green,,,,,,,,,,9,9,9,11,11,11,13,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,,Black,,,,,,,,9,11,12,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,,Yellow,,,,,,,,9,10,12,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,,White,,,,,,,,,9,9,9,9,,12,12,14,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,,Blue,,,,,,,,,,9,9,9,,,,9,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,,Green,,,,,,,,,,9,9,9,,,,9,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,08/06/2017,Blue,,,,,,,,,,,,,9,9,9,9,11,14,15,,,,,,,,,,,,,,,
BETPOP_W14,B,,Red,,,,,,,,,,,,,,,,,9,10,13,14,14,15,,,,,,,,,,,,
BETPOP_W14,B,,Green,,,,,,,,,,,,,,,,,,,,,,10,15,,,,,,,,,,,
BETPOP_W14,B,,Black,,,,,,,,,,,,,,,,,,,9,11,10,14,15,,,,,,,,,,,
BETPOP_W14,B,,Yellow,,,,,,,,,,,,,,,,,9,11,14,15,15,15,9,,,,,,,,,,,
BETPOP_W14,B,,White,,,,,,,,,,,,,,,,,,,,,,11,15,,,,,,,,,,,
BETPOP_W14,B,,Blue,,,,,,,,,,,,,,,,,,,10,14,14,15,,,,,,,,,,,,
BETPOP_W14,B,,Red,,,,,,,,,,,,,,,,,,,,10,10,14,,,,,,,,,,,,
BETPOP_W14,B,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,,W/Y,,,,,,,,,,,,,,,,,,,,,9,10,15,,,,,,,,,,,
BETPOP_W14,B,,Black,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,
BETPOP_W14,B,,BU/R,,,,,,,,,,,,,,,,,,,9,9,10,13,,,,,,,,,,,,
BETPOP_W14,B,,BU/G,,,,,,,,,,,,,,,,,,,9,10,10,13,,,,,,,,,,,,
BETPOP_W15,A,,Blue,,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,
BETPOP_W15,A,,Red,,,,,,,,,,,,,,,,,,,,,10,13,,,,,,,,,,,,
BETPOP_W15,A,,Green,,,,,,,,,,,,,,,,,10,10,14,15,,,,,,,,,,,,,,
BETPOP_W15,A,,Black,,,,,,,,,,,,,,,,,11,13,15,,,,,,,,,,,,,,,
BETPOP_W15,A,,Yellow,,,,,,,,,,,,,9,9,11,14,14,15,,,,,,,,,,,,,,,,
BETPOP_W15,A,,White,,,,,,,,,,,,,,,9,9,11,13,15,,,,,,,,,,,,,,,
BETPOP_W15,A,,Blue,,,,,,,,,,,,,,,,,9,14,14,15,,,,,,,,,,,,,,
BETPOP_W15,A,,Red,,,,,,,,,,,,,9,9,9,10,14,14,15,,,,,,,,,,,,,,,
BETPOP_W15,A,,Green,,,,,,,,,,,,,,,,,9,10,13,14,15,,,,,,,,,,,,,
BETPOP_W15,A,,Y-BU,,,,,,,,,,,,,,,,9,10,10,13,15,,,,,,,,,,,,,,
BETPOP_W15,A,,Y-R,,,,,,,,,,,,,9,13,13,15,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,,W-BU,,,,,,,,,,9,9,9,,,,9,14,15,,,,,,,,,,,,,,,,
BETPOP_W15,A,,W-R,,,,,,,,,9,10,10,14,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,03/05/2017,Blue,,9,,9,9,9,9,10,11,11,11,11,12,,15,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,06/05/2017,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,Green,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,Black,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,White,,,,,,,10,12,13,13,14,15,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,Blue,,,,,,,9,10,13,13,14,14,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,G-BU,,,,,9,9,9,9,9,,9,9,9,9,9,10,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,G-R,,,,,,9,9,11,14,,14,14,14,14,14,15,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,G-G,,,,,,9,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,G-B,,,,,,9,12,14,14,,15,,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,R-BU,,,,,,,,,10,,12,12,12,12,12,14,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,R-R,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,R-G,,,,,,,,,,,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,R-B,,,,,,,,,9,,9,9,9,10,10,10,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,R-Y,,,,,,,,,9,,10,10,11,13,13,15,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,,R-W,,,,,,,,,,,9,9,9,13,13,14,,,,,,,,,,,,,,,,,,
